name,popularity,duration_ms,artist,artists_list,release_date,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature,valence,artist_name,artist_popularity,artist_followers,artist_genres,music_file
Todo De Ti,79,199604,Rauw Alejandro,Rauw Alejandro,2021-05-20,0.31,0.78,0.718,0.000163,0.0932,-3.605,0.0506,127.949,4,0.342,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Te Olvido - Manuel Turizo (128).wav
PUNTO 40,76,190654,Rauw Alejandro,"Rauw Alejandro,Baby Rasta",2023-01-24,0.00112,0.857,0.829,0.015,0.255,-0.484,0.0842,106.993,4,0.208,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",PUNTO G - Quevedo (128).wav
Elegí,74,197721,Rauw Alejandro,"Rauw Alejandro,Dalex,Lenny Tavárez,Dímelo Flow",2020-03-26,0.237,0.824,0.631,0.000116,0.0531,-2.791,0.0809,171.965,4,0.678,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",She - Selena Gomez (128).wav
Te Felicito,82,172235,Shakira,"Shakira,Rauw Alejandro",2022-04-21,0.234,0.695,0.636,0.0,0.081,-4.654,0.317,174.14,4,0.575,Shakira,84,31808291,"['colombian pop', 'dance pop', 'latin pop', 'pop']",Te Felicito - Shakira Rauw Alejandro (128).wav
Fantasias,76,199711,Rauw Alejandro,"Rauw Alejandro,Farruko",2019-08-29,0.143,0.879,0.703,0.0,0.0569,-4.219,0.0701,94.004,4,0.788,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Unstoppable - Sia (128).wav
Desenfocao',74,170536,Rauw Alejandro,Rauw Alejandro,2021-12-10,0.152,0.706,0.649,0.0,0.161,-3.911,0.0353,139.976,4,0.271,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Desenfocao - Rauw Alejandro (128).wav
Dile a El,76,209540,Rauw Alejandro,Rauw Alejandro,2020-11-13,0.375,0.784,0.587,0.00109,0.111,-3.572,0.0767,90.032,4,0.261,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",Dealer - Lana Del Rey (128).wav
La Old Skul,74,214857,Rauw Alejandro,Rauw Alejandro,2021-12-10,0.532,0.795,0.798,1.02e-05,0.0869,-2.357,0.08,104.912,4,0.397,Rauw Alejandro,85,19134712,"['puerto rican pop', 'reggaeton', 'trap latino', 'urbano latino']",La Old Skul - Rauw Alejandro (128).wav
Alcohol,62,171841,Marshmello,"Marshmello,Anuel AA",2023-11-01,0.314,0.775,0.755,0.0,0.0853,-4.077,0.0711,117.992,4,0.565,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",Alone - Halsey (128).wav
Wolves,80,197993,Selena Gomez,"Selena Gomez,Marshmello",2017-10-25,0.124,0.724,0.804,0.0,0.204,-4.614,0.0448,124.987,4,0.306,Selena Gomez,81,46174412,"['pop', 'post-teen pop']",Alive - Sia (128).wav
Tempo,78,108976,Marshmello,"Marshmello,Young Miko",2023-08-17,0.148,0.899,0.668,0.00141,0.102,-4.363,0.0549,129.058,4,0.741,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",Te Amo - Rihanna (128).wav
Fell In Love,78,121284,Marshmello,"Marshmello,Brent Faiyaz",2023-05-05,0.0899,0.732,0.464,3.1e-05,0.0997,-9.722,0.0527,149.954,4,0.647,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",Fell In Love - Marshmello Brent Faiyaz (128).wav
Here With Me,76,156347,Marshmello,"Marshmello,CHVRCHES",2019-03-08,0.0623,0.791,0.565,0.0,0.156,-3.933,0.0439,99.961,4,0.181,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",Here With Me - d4vd (128).wav
Como Yo :(,70,141866,Marshmello,"Marshmello,Tiago PZK",2023-06-22,0.299,0.751,0.578,1.5e-06,0.197,-6.633,0.0648,149.867,4,0.67,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",COZY - Beyoncé (128).wav
Alone,73,273803,Marshmello,Marshmello,2016-05-13,0.0241,0.631,0.953,0.0155,0.108,-3.739,0.0343,141.99,4,0.422,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",Alone - Halsey (128).wav
Shockwave,65,181283,Marshmello,Marshmello,2021-06-11,0.0231,0.577,0.875,4.69e-06,0.111,-2.897,0.0681,164.009,4,0.411,Marshmello,80,35035483,"['brostep', 'edm', 'pop', 'progressive electro house']",12. Marshmello - Shockwave (128).wav
Could Have Been Me,74,148732,Halsey,Halsey,2021-12-17,9.18e-05,0.552,0.662,0.0,0.143,-6.225,0.0548,79.973,4,0.572,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Could Have Been Me - Halsey (128).wav
Sorry,74,220541,Halsey,Halsey,2017-06-02,0.913,0.513,0.25,0.0,0.117,-9.376,0.0367,74.103,4,0.351,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Sorry - Halsey (128).wav
Gasoline,74,199593,Halsey,Halsey,2015-08-28,0.223,0.731,0.58,0.0,0.129,-7.328,0.0399,119.997,4,0.319,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Gasoline - Halsey (128).wav
Die 4 Me,69,215021,Halsey,Halsey,2023-02-24,0.355,0.694,0.743,0.0,0.275,-4.267,0.0833,145.048,4,0.554,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Die 4 Me - Halsey (128).wav
Colors,71,249500,Halsey,Halsey,2015-08-28,0.0534,0.512,0.812,0.0,0.092,-4.809,0.0617,100.02,4,0.521,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Colors - Halsey (128).wav
Nightmare,67,231999,Halsey,Halsey,2019-05-17,0.0188,0.611,0.622,0.0,0.359,-5.075,0.0734,146.11,4,0.538,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Nightmare - Halsey (128).wav
Castle,67,277623,Halsey,Halsey,2015-08-28,0.25,0.626,0.571,0.0,0.0946,-7.461,0.0327,129.959,4,0.164,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Castle - Halsey (128).wav
Body Paint,65,290584,Arctic Monkeys,Arctic Monkeys,2022-09-29,0.567,0.56,0.313,0.0,0.0767,-11.653,0.0627,144.745,4,0.254,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Body Paint - Arctic Monkeys (128).wav
Fluorescent Adolescent,81,183893,Arctic Monkeys,Arctic Monkeys,2007-04-22,0.00146,0.654,0.828,0.000144,0.122,-5.377,0.0281,112.056,4,0.79,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Fluorescent Adolescent - Arctic Monkeys (128).wav
Stop The World I Wanna Get Off With You,74,191040,Arctic Monkeys,Arctic Monkeys,2013-09-02,0.0537,0.661,0.73,3.44e-05,0.14,-6.779,0.0574,95.027,4,0.53,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Stop The World I Wanna Get Off With You - Arctic Monkeys (12.wav
Cornerstone,72,197973,Arctic Monkeys,Arctic Monkeys,2009-08-20,0.00764,0.287,0.721,0.0,0.328,-5.81,0.0387,169.252,4,0.763,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Cornerstone - Arctic Monkeys (128).wav
Baby I'm Yours,73,152613,Arctic Monkeys,Arctic Monkeys,2006-08-14,0.215,0.462,0.595,0.0,0.184,-9.363,0.0347,113.719,4,0.64,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Baby I m Yours - Arctic Monkeys (128).wav
Arabella,80,207357,Arctic Monkeys,Arctic Monkeys,2013-09-09,0.0202,0.579,0.558,1.26e-06,0.212,-6.986,0.0895,179.949,4,0.506,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Arabella - Arctic Monkeys (128).wav
Fake Tales Of San Francisco,68,177947,Arctic Monkeys,Arctic Monkeys,2006-01-29,0.00998,0.454,0.778,0.0,0.0427,-4.225,0.0449,127.158,4,0.704,Arctic Monkeys,84,22135935,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",Fake Tales Of San Francisco - Arctic Monkeys (128).wav
TUYA,77,155088,ROSALÍA,ROSALÍA,2023-06-08,0.603,0.72,0.533,0.00341,0.162,-5.88,0.152,165.099,4,0.549,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",TUYA - ROSALÍA (128).wav
LLYLM,74,174045,ROSALÍA,ROSALÍA,2023-01-27,0.129,0.555,0.634,2.32e-06,0.188,-5.522,0.273,170.228,4,0.555,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",LLYLM - ROSALÍA (128).wav
MALAMENTE - Cap.1: Augurio,70,150027,ROSALÍA,ROSALÍA,2018-11-02,0.549,0.893,0.482,0.0164,0.0752,-4.779,0.0873,97.975,4,0.53,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",MALAMENTE (Cap.1 Augurio) - ROSALÍA (128).wav
Lo Vas A Olvidar (with ROSALÍA),65,203464,Billie Eilish,"Billie Eilish,ROSALÍA",2021-01-21,0.721,0.343,0.243,0.00198,0.0668,-14.66,0.0777,135.154,4,0.032,Billie Eilish,86,88246007,"['art pop', 'pop']",Lo Vas A Olvidar - Billie Eilish ROSALÍA (128).wav
PROMESA,63,196427,ROSALÍA,"ROSALÍA,Rauw Alejandro",2023-03-24,0.861,0.63,0.374,7.54e-05,0.294,-9.007,0.227,104.955,4,0.373,ROSALÍA,78,7977482,"['latin viral pop', 'pop', 'r&b en espanol']",Press - Cardi B (128).wav
Pump It Louder,71,158571,Tiësto,"Tiësto,Black Eyed Peas",2022-10-07,0.00789,0.66,0.942,1.76e-05,0.834,-2.273,0.185,126.017,4,0.543,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",Pump It - The Black Eyed Peas (128).wav
RITMO (Bad Boys For Life),73,221714,Black Eyed Peas,"Black Eyed Peas,J Balvin",2019-10-12,0.0334,0.721,0.716,0.00084,0.237,-7.037,0.0657,104.994,4,0.667,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",RITMO (Bad Boys For Life) - The Black Eyed Peas J Balvin (1.wav
Boom Boom Pow,72,251440,Black Eyed Peas,Black Eyed Peas,2009-01-01,0.13,0.867,0.857,0.00171,0.13,-5.892,0.0663,130.048,4,0.402,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",Boom Boom Pow - The Black Eyed Peas (128).wav
Don't Lie,65,219000,Black Eyed Peas,Black Eyed Peas,2005-01-01,0.16,0.662,0.785,0.0,0.0784,-5.299,0.186,89.885,4,0.604,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",Don t Leave - Rema (128).wav
Don't Phunk With My Heart,67,239773,Black Eyed Peas,Black Eyed Peas,2005-01-01,0.00937,0.69,0.928,0.0,0.547,-2.76,0.061,130.889,4,0.604,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",Don t Phunk With My Heart - The Black Eyed Peas (128).wav
Hey Mama,64,214893,Black Eyed Peas,Black Eyed Peas,2003-06-24,0.106,0.865,0.876,1.1e-06,0.597,-6.339,0.241,100.175,4,0.941,Black Eyed Peas,77,7769573,"['dance pop', 'pop', 'pop rap']",HP - Maluma (128).wav
Never Be the Same,75,226973,Camila Cabello,Camila Cabello,2018-01-12,0.181,0.637,0.713,0.000637,0.137,-4.333,0.0747,129.923,4,0.243,Camila Cabello,77,31877634,"['dance pop', 'pop']",Never Be the Same - Camila Cabello (128).wav
I Know What You Did Last Summer,75,223853,Shawn Mendes,"Shawn Mendes,Camila Cabello",2015-04-14,0.102,0.687,0.761,0.0,0.147,-4.582,0.0876,113.939,4,0.743,Shawn Mendes,80,42606389,"['canadian pop', 'pop', 'viral pop']",I Know What You Did Last Summer - Shawn Mendes Camila Cabel.wav
Hasta Los Dientes,64,188561,Camila Cabello,"Camila Cabello,Maria Becerra",2022-04-08,0.175,0.831,0.697,0.0,0.0757,-5.298,0.0483,120.047,4,0.964,Camila Cabello,77,31877634,"['dance pop', 'pop']",Heartbeat - Shawn Mendes (128).wav
Consequences,66,178467,Camila Cabello,Camila Cabello,2018-01-12,0.889,0.455,0.292,0.0,0.106,-6.792,0.0563,84.339,5,0.43,Camila Cabello,77,31877634,"['dance pop', 'pop']",Consequences - Camila Cabello (128).wav
psychofreak (feat. WILLOW),61,201495,Camila Cabello,"Camila Cabello,WILLOW",2022-04-08,0.342,0.629,0.64,1.17e-05,0.0928,-7.638,0.0752,179.989,4,0.448,Camila Cabello,77,31877634,"['dance pop', 'pop']",psychofreak (feat. WILLOW) - Camila Cabello WILLOW (128).wav
First Man,61,228759,Camila Cabello,Camila Cabello,2019-12-06,0.906,0.572,0.292,1.04e-06,0.106,-7.621,0.0364,100.152,4,0.223,Camila Cabello,77,31877634,"['dance pop', 'pop']",First Times - Ed Sheeran (128).wav
Don't Be Shy,80,140500,Tiësto,"Tiësto,KAROL G",2021-08-12,0.198,0.77,0.787,0.0,0.262,-3.748,0.0583,119.986,4,0.513,Tiësto,80,7136303,"['big room', 'brostep', 'dutch edm', 'edm', 'house', 'pop dance', 'slap house', 'trance']",Don t Be Shy - Tiësto KAROL G (128).wav
DISPO,83,193961,KAROL G,"KAROL G,Young Miko",2023-08-11,0.466,0.832,0.64,0.0,0.123,-3.085,0.0483,93.946,4,0.645,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",Drifting - Tiësto (128).wav
SEJODIOTO,77,181107,KAROL G,KAROL G,2021-09-21,0.157,0.822,0.736,0.000781,0.0748,-3.969,0.15,175.93,4,0.679,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",SEJODIOTO - KAROL G (128).wav
PROVENZA,85,207627,KAROL G,KAROL G,2023-02-24,0.576,0.87,0.517,0.00553,0.11,-7.918,0.0475,111.002,4,0.54,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",PROVENZA - KAROL G (128).wav
WATATI (feat. Aldo Ranks) [From Barbie The Album],77,166882,KAROL G,"KAROL G,Aldo Ranks",2023-06-01,0.145,0.893,0.851,6.49e-05,0.319,-5.342,0.0979,110.002,4,0.959,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",WATATI_feat_Aldo_Ranks_From_Barbie_The_Album_KAROL_G_Ald.wav
GATÚBELA,77,209160,KAROL G,"KAROL G,Maldy",2022-08-26,0.263,0.627,0.858,0.0,0.21,-2.824,0.386,92.523,4,0.342,KAROL G,88,41121547,"['reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",GATÚBELA - KAROL G Maldy (128).wav
Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,77,214912,Lana Del Rey,"Lana Del Rey,Cedric Gervais",2013-02-01,0.0157,0.572,0.81,6.53e-06,0.13,-5.791,0.0558,126.052,4,0.11,Lana Del Rey,88,29276034,"['art pop', 'pop']",Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Lana.wav
Pretty When You Cry,80,234147,Lana Del Rey,Lana Del Rey,2014-01-01,0.399,0.509,0.547,0.0,0.215,-6.548,0.0417,109.436,4,0.197,Lana Del Rey,88,29276034,"['art pop', 'pop']",Pretty When You Cry - Lana Del Rey (128).wav
Margaret (feat. Bleachers),76,339891,Lana Del Rey,"Lana Del Rey,Bleachers",2023-03-24,0.972,0.452,0.247,0.132,0.0577,-13.24,0.033,102.412,4,0.216,Lana Del Rey,88,29276034,"['art pop', 'pop']",Margaret - Lana Del Rey Bleachers (128).wav
Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey),72,190067,Ariana Grande,"Ariana Grande,Miley Cyrus,Lana Del Rey",2019-11-01,0.00237,0.644,0.755,7.64e-06,0.0859,-5.325,0.0448,102.861,4,0.334,Ariana Grande,85,94489318,['pop'],Don t Call Me Angel (Charlie s Angels) - Ariana Grande Mile.wav
Born To Die,78,285400,Lana Del Rey,Lana Del Rey,2012-01-01,0.222,0.428,0.626,8.22e-05,0.277,-6.639,0.0339,86.02,4,0.379,Lana Del Rey,88,29276034,"['art pop', 'pop']",Born To Die - Lana Del Rey (128).wav
Chemtrails Over The Country Club,81,271177,Lana Del Rey,Lana Del Rey,2021-03-19,0.877,0.334,0.276,0.000249,0.113,-13.125,0.0643,201.025,3,0.429,Lana Del Rey,88,29276034,"['art pop', 'pop']",1. Lana Del Rey - Chemtrails Over The Country Club (128).wav
Norman fucking Rockwell,79,248934,Lana Del Rey,Lana Del Rey,2019-08-30,0.968,0.215,0.203,0.0585,0.0923,-12.65,0.0346,78.287,1,0.143,Lana Del Rey,88,29276034,"['art pop', 'pop']",Norman fucking Rockwell - Lana Del Rey (128).wav
Don't Leave,68,185500,Rema,Rema,2023-10-26,0.00423,0.677,0.78,0.0,0.619,-5.098,0.0667,104.987,4,0.582,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Don t Leave - Rema (128).wav
BUBALU,81,228253,Feid,"Feid,Rema",2023-09-22,0.115,0.781,0.786,5.88e-06,0.107,-5.211,0.0885,111.989,4,0.759,Feid,88,8085060,"['colombian pop', 'pop reggaeton', 'reggaeton', 'reggaeton colombiano', 'trap latino', 'urbano latino']",BUBALU - Feid Rema (128).wav
Dumebi,69,179775,Rema,Rema,2019-03-22,0.199,0.923,0.657,0.00407,0.108,-5.173,0.0605,110.015,4,0.734,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Dumebi - Rema (128).wav
Fame - A COLORS ENCORE,65,111074,Rema,Rema,2020-05-21,0.0249,0.926,0.497,0.0,0.0909,-10.821,0.206,121.002,4,0.55,Rema,76,3401997,"['afrobeats', 'nigerian pop']",4. Rema - Fame - A COLORS ENCORE (128).wav
HOV,50,138750,Rema,Rema,2023-04-27,0.317,0.696,0.653,0.0,0.0902,-7.569,0.245,127.932,4,0.672,Rema,76,3401997,"['afrobeats', 'nigerian pop']",HOV - Rema (128).wav
Woman,61,238912,Rema,Rema,2020-07-02,0.115,0.84,0.687,2.2e-06,0.115,-7.203,0.1,113.038,4,0.678,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Woman - Rema (128).wav
Bad Commando,53,105002,Rema,Rema,2019-10-04,0.584,0.627,0.512,0.0,0.128,-7.401,0.123,95.334,4,0.57,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Bad Commando - Rema (128).wav
Ginger Me,54,205893,Rema,Rema,2020-06-18,0.134,0.567,0.577,0.000397,0.145,-7.833,0.134,200.008,5,0.719,Rema,76,3401997,"['afrobeats', 'nigerian pop']",Ginger Me - Rema (128).wav
Hands On Me (feat. Meghan Trainor),75,183022,Jason Derulo,"Jason Derulo,Meghan Trainor",2023-10-13,0.0244,0.691,0.639,0.0,0.102,-7.321,0.125,141.918,4,0.71,Jason Derulo,76,11927147,"['dance pop', 'pop']",NO - Meghan Trainor (128).wav
Mother,71,147481,Meghan Trainor,Meghan Trainor,2023-03-10,0.124,0.751,0.661,0.0,0.456,-6.131,0.0871,120.052,4,0.761,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Together - Sia (128).wav
While You're Young,51,150370,Meghan Trainor,Meghan Trainor,2022-10-21,0.0478,0.701,0.696,0.0,0.273,-3.616,0.0309,115.0,4,0.646,Meghan Trainor,74,14121696,"['hip pop', 'pop']",While You re Young - Meghan Trainor (128).wav
"I'll Be There for You (""Friends"" 25th Anniversary)",53,144188,Meghan Trainor,Meghan Trainor,2019-09-23,0.11,0.607,0.752,0.0,0.425,-8.25,0.0536,94.689,4,0.73,Meghan Trainor,74,14121696,"['hip pop', 'pop']",I ll Be There for You (Friends 25th Anniversary) - Meghan Tr.wav
Genetics (feat. Pussycat Dolls),56,177816,Meghan Trainor,"Meghan Trainor,The Pussycat Dolls",2020-01-31,0.0298,0.743,0.81,5.89e-05,0.0816,-6.608,0.384,121.954,4,0.481,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Genetics (feat. Pussycat Dolls) - Meghan Trainor Pussycat D.wav
All The Ways,50,175223,Meghan Trainor,Meghan Trainor,2018-06-21,0.0188,0.624,0.65,0.0,0.0687,-3.786,0.032,112.074,4,0.366,Meghan Trainor,74,14121696,"['hip pop', 'pop']",1. Meghan Trainor - All The Ways (128).wav
Nice to Meet Ya (feat. Nicki Minaj),54,197004,Meghan Trainor,"Meghan Trainor,Nicki Minaj",2020-01-31,0.0111,0.754,0.561,0.0267,0.126,-6.279,0.333,192.034,4,0.539,Meghan Trainor,74,14121696,"['hip pop', 'pop']",Nice to Meet Ya (feat. Nicki Minaj) - Meghan Trainor Nicki.wav
Old Town Road,77,113000,Lil Nas X,Lil Nas X,2019-06-21,0.0578,0.907,0.53,2.23e-06,0.101,-6.112,0.127,135.998,4,0.507,Lil Nas X,74,12476410,['lgbtq+ hip hop'],Old Town Road - Lil Nas X (128).wav
TALES OF DOMINICA,64,146006,Lil Nas X,Lil Nas X,2021-09-17,0.629,0.742,0.734,0.00314,0.0834,-5.582,0.0407,114.952,4,0.541,Lil Nas X,74,12476410,['lgbtq+ hip hop'],TALES OF DOMINICA - Lil Nas X (128).wav
SCOOP (feat. Doja Cat),66,174164,Lil Nas X,"Lil Nas X,Doja Cat",2021-09-17,0.0427,0.841,0.527,1.54e-06,0.12,-8.116,0.149,163.975,4,0.582,Lil Nas X,74,12476410,['lgbtq+ hip hop'],SCOOP (feat. Doja Cat) - Lil Nas X Doja Cat (128).wav
DONT WANT IT,62,130927,Lil Nas X,Lil Nas X,2021-09-17,0.12,0.549,0.7,0.0,0.133,-6.07,0.0392,82.604,4,0.212,Lil Nas X,74,12476410,['lgbtq+ hip hop'],DONT WANT IT - Lil Nas X (128).wav
Bring U Down,52,131707,Lil Nas X,Lil Nas X,2019-06-21,0.0759,0.676,0.511,0.0,0.113,-6.83,0.0449,120.05,4,0.482,Lil Nas X,74,12476410,['lgbtq+ hip hop'],Bring U Down - Lil Nas X (128).wav
The Planet,73,178156,BTS,BTS,2023-05-12,0.000482,0.665,0.848,0.0,0.2,-3.619,0.0708,119.986,4,0.687,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",The Planet - BTS (128).wav
Lilith (feat. SUGA of BTS) (Diablo IV Anthem),66,180925,Halsey,"Halsey,SUGA",2023-06-05,0.0093,0.262,0.726,2.82e-05,0.188,-8.235,0.188,83.711,4,0.121,Halsey,79,21085824,"['electropop', 'etherpop', 'indie poptimism', 'pop']",Lilith (Diablo IV Anthem) - Halsey SUGA (128).wav
Boy With Luv (Feat. Halsey),66,229773,BTS,"BTS,Halsey",2020-02-21,0.0933,0.645,0.862,0.0,0.193,-4.761,0.0845,119.947,4,0.803,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",Boy With Luv (feat. Halsey) - BTS Halsey (128).wav
DNA,67,223123,BTS,BTS,2018-08-24,0.022,0.599,0.775,0.0,0.0669,-3.997,0.0542,129.817,4,0.703,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",DNA - BTS (128).wav
FAKE LOVE,77,242334,BTS,BTS,2018-05-18,0.00267,0.557,0.719,0.0,0.306,-4.515,0.0371,77.502,4,0.345,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",FAKE LOVE - BTS (128).wav
Yet To Come,75,193594,BTS,BTS,2022-06-10,0.0432,0.559,0.885,0.0,0.333,-4.515,0.189,172.029,4,0.683,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",Yet To Come - BTS (128).wav
Butter,78,164952,BTS,BTS,2022-06-10,0.00323,0.759,0.459,0.0,0.0788,-5.187,0.0948,109.997,4,0.695,BTS,85,70618128,"['k-pop', 'k-pop boy group', 'pop']",Butter - BTS (128).wav
Worth It.,62,246813,RAYE,RAYE,2023-02-03,0.505,0.736,0.483,1.39e-05,0.351,-7.85,0.0682,109.932,4,0.606,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Worth It. - RAYE (128).wav
You Can’t Change Me (feat. Raye),60,170859,David Guetta,"David Guetta,MORTEN,RAYE",2022-11-04,0.00219,0.539,0.955,0.0286,0.205,-4.877,0.0755,127.863,4,0.158,David Guetta,85,26379655,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",You_Can_t_Change_Me_feat_Raye_David_Guetta_MORTEN_RAYE_1.wav
Regardless,61,197573,RAYE,"RAYE,Rudimental",2020-11-20,0.0205,0.749,0.82,0.000685,0.0775,-6.114,0.0478,120.066,4,0.534,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Regardless - RAYE Rudimental (128).wav
Mother Nature,64,245575,RAYE,"RAYE,Hans Zimmer",2023-10-27,0.157,0.229,0.416,5.29e-05,0.108,-9.227,0.0309,83.378,4,0.123,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Mother Nature - RAYE Hans Zimmer (128).wav
Ice Cream Man.,61,248733,RAYE,RAYE,2023-02-03,0.693,0.548,0.295,0.000278,0.247,-10.276,0.245,152.593,4,0.123,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Ice Cream Man. - RAYE (128).wav
Love Of Your Life,54,196171,RAYE,RAYE,2020-11-06,0.00161,0.632,0.826,2.89e-06,0.146,-5.326,0.0699,111.886,4,0.474,RAYE,77,1049376,"['uk contemporary r&b', 'uk pop']",Love Of Your Life - RAYE (128).wav
How Long,80,200853,Charlie Puth,Charlie Puth,2018-05-11,0.211,0.845,0.561,3.49e-06,0.0383,-5.253,0.0778,109.974,4,0.811,Charlie Puth,79,21620546,"['pop', 'viral pop']",How Long - Charlie Puth (128).wav
That's Hilarious,74,144934,Charlie Puth,Charlie Puth,2022-10-07,0.739,0.713,0.442,0.0,0.112,-5.909,0.0604,108.038,4,0.546,Charlie Puth,79,21620546,"['pop', 'viral pop']",That s Hilarious - Charlie Puth (128).wav
Lipstick,73,208421,Charlie Puth,Charlie Puth,2023-08-18,0.36,0.783,0.451,2.11e-06,0.0975,-9.195,0.0607,92.483,4,0.622,Charlie Puth,79,21620546,"['pop', 'viral pop']",Lipstick - Charlie Puth (128).wav
Done for Me (feat. Kehlani),71,180493,Charlie Puth,"Charlie Puth,Kehlani",2018-05-11,0.193,0.856,0.632,0.0,0.0688,-3.692,0.074,112.009,4,0.697,Charlie Puth,79,21620546,"['pop', 'viral pop']",Done for Me (feat. Kehlani) - Charlie Puth Kehlani (128).wav
